Termo de Busca,Ranking de Busca,ID do Anuncio,Titulo,Marca,Categoria,Preco (R$),Preco Original (R$),Desconto (%),Avaliacao (0-5),Qtd Avaliacoes,Vendas Estimadas,Faturamento Estimado (R$),Frete Gratis,FULL,Localizacao,Garantia,Link
Chá De Camomila 500g,4,MLB3542320369,Chá Camomila Flor 500g Hi Natural Saúde Digestão Relaxamento,HI NATURAL,Chá,28.9,28.9,0,0,0,0,0,Nao,Sim,"São Paulo, São Paulo",Garantia do vendedor: 30 dias,https://produto.mercadolivre.com.br/MLB-3542320369
Chá De Camomila 500g,5,MLB4152738170,Chá Camomila 15 unidades - Chás Leão,Chá Leão,Chá,11.29,11.89,5,0,0,0,0,Nao,Sim,"Mauá, São Paulo",Sem garantia,https://produto.mercadolivre.com.br/MLB-4152738170
Chá De Camomila 500g,6,MLB4097161101,Chá Camomila Flor 50g Saint Thé,Saint Thé,Chá,9.99,9.99,0,0,0,0,0,Nao,Sim,"Arujá, São Paulo",Garantia do vendedor: 7 dias,https://produto.mercadolivre.com.br/MLB-4097161101
Chá De Sene 500g,1,MLB6639757428,Sene Em Folhas Chá 500g,Terra Cerealista,Chá,10.9,10.9,0,0,0,0,0,Nao,Sim,"São Paulo, São Paulo",Sem garantia,https://produto.mercadolivre.com.br/MLB-6639757428
Chá De Sene 500g,2,MLB4413195160,Sene Em Folhas - 500g -,Delfit,Chá,10.71,11.9,10,0,0,0,0,Nao,Sim,"Diadema, São Paulo",Garantia de fábrica: 30 dias,https://produto.mercadolivre.com.br/MLB-4413195160
Chá De Sene 500g,3,MLB4306827404,Chá Sene em Folhas 500g Naturais Mona,Naturais Mona,Chá,10.71,11.9,10,0,0,0,0,Nao,Sim,"São Paulo, São Paulo",Garantia do vendedor: 30 dias,https://produto.mercadolivre.com.br/MLB-4306827404
Chá De Sene 500g,4,MLB3542333277,Chá Sene em Pó Naturais Mona 500g Laxativo Intestinal,Naturais Mona,Chá,14.9,14.9,0,0,0,0,0,Nao,Sim,"São Paulo, São Paulo",Garantia do vendedor: 30 dias,https://produto.mercadolivre.com.br/MLB-3542333277
Chá De Sene 500g,5,MLB6590326554,Sene Em Folhas Chá 1kg,Terra Cerealista,Chá,39.9,39.9,0,0,0,0,0,Nao,Sim,"São Paulo, São Paulo",Sem garantia,https://produto.mercadolivre.com.br/MLB-6590326554
Chá De Sene 500g,6,MLB4651351658,Sene Em Folhas 1kg - Teka Naturais,TEKA NATURAIS,Chá,18.9,19.9,5,0,0,0,0,Nao,Sim,"São Bernardo do Campo, São Paulo",Sem garantia,https://produto.mercadolivre.com.br/MLB-4651351658
Chá De Sene 500g,7,MLB4621154835,Sene Ervas Secas 100 Gramas,ARDEA,Chá,19.9,19.9,0,0,0,0,0,Sim,Sim,"Cotia, São Paulo",Garantia do vendedor: 7 dias,https://produto.mercadolivre.com.br/MLB-4621154835
Psyllium Husk 60% 500g,1,MLB6717485526,Psyllium Husk 100% Puro - 500g,Natural Vitta,Suplementos Alimentares,29.99,49.99,40,0,0,0,0,Nao,Sim,"Diadema, São Paulo",Sem garantia,https://produto.mercadolivre.com.br/MLB-6717485526
Psyllium Husk 60% 500g,2,MLB3201777123,500g Psyllium Husk Flocos Original | Drasen,Drasen Food Ingredients,Farinha,9.39,22.9,59,0,0,0,0,Nao,Sim,"Vargem Grande Paulista, São Paulo",Garantia do vendedor: 1 meses,https://produto.mercadolivre.com.br/MLB-3201777123
Psyllium Husk 60% 500g,3,MLB4625724917,Psyllium Husk Flocos 250g,Wenutri,Farinha,27.9,27.9,0,0,0,0,0,Nao,Sim,"Santo André, São Paulo",Sem garantia,https://produto.mercadolivre.com.br/MLB-4625724917
Psyllium Husk 60% 500g,4,MLB4623391340,1kg Psyllium Husk Flocos Original | Drasen,Drasen Food Ingredients,Farinha,16.9,29.9,43,0,0,0,0,Nao,Sim,"Vargem Grande Paulista, São Paulo",Garantia do vendedor: 1 meses,https://produto.mercadolivre.com.br/MLB-4623391340
Psyllium Husk 60% 500g,5,MLB4427462884,"Farinha Psyllium Husk Integral Niyati Premium, Sem Glúten, 500g",Niyati,Farinha,19.29,33.15,42,0,0,0,0,Nao,Sim,"Junqueirópolis, São Paulo",Garantia do vendedor: 7 dias,https://produto.mercadolivre.com.br/MLB-4427462884
Psyllium Husk 60% 500g,6,MLB6537919202,Psyllium Husk Rico Em Fibra Solúvel Natural Sem Gluten 500g,Vital Leaf,Farinha,26.08,48.9,47,0,0,0,0,Nao,Sim,"Jundiaí, São Paulo",Garantia do vendedor: 30 dias,https://produto.mercadolivre.com.br/MLB-6537919202
Psyllium Husk 60% 500g,7,MLB6537946698,Psyllium Husk Rico Em Fibra Solúvel Natural Sem Gluten 500g,Vital Leaf,Farinha,30,52.89,43,0,0,0,0,Nao,Sim,"Jundiaí, São Paulo",Garantia do vendedor: 30 dias,https://produto.mercadolivre.com.br/MLB-6537946698
Psyllium Husk 60% 500g,8,MLB3399937215,Psyllium Husk Velez 500g puro e Natural Rico Em Fibras,Vélez,Suplementos Alimentares,48.98,81.9,40,0,0,0,0,Nao,Sim,"São Paulo, São Paulo",Garantia de fábrica: 30 dias,https://produto.mercadolivre.com.br/MLB-3399937215
Psyllium Husk 60% 500g,9,MLB6087655996,Psyllium Husk Velez 500g puro e Natural Rico Em Fibras,Vélez,Suplementos Alimentares,52.9,59.9,12,0,0,0,0,Nao,Sim,"São Paulo, São Paulo",Garantia do vendedor: 3 meses,https://produto.mercadolivre.com.br/MLB-6087655996
Psyllium Husk 60% 500g,10,MLB6612044976,Farinha psyllium husk Essentrix de psyllium sem glúten 1 kg,Essentrix,Farinha,31.93,59.86,47,0,0,0,0,Nao,Sim,"Jundiaí, São Paulo",Garantia do vendedor: 90 dias,https://produto.mercadolivre.com.br/MLB-6612044976
Semente De Abóbora Crua 1kg,1,MLB5515813166,Semente Abobora Crua Se Casca Natural 1kg Abóbora Descascada,Empório Madoxx Distribuidora,Sementes,38.79,52.99,27,0,0,0,0,Nao,Sim,"São Paulo, São Paulo",Garantia do vendedor: 7 dias,https://produto.mercadolivre.com.br/MLB-5515813166
Semente De Abóbora Crua 1kg,2,MLB4703428597,Semente De Abóbora Crua Natural Vitta - 1kg,Natural Vitta,Sementes,48.4,99,51,0,0,0,0,Nao,Sim,"Diadema, São Paulo",Sem garantia,https://produto.mercadolivre.com.br/MLB-4703428597
Semente De Abóbora Crua 1kg,3,MLB6666482554,Semente De Abóbora Sem Casca Crua 1kg,HI NATURAL,Sementes,36.67,48.9,25,0,0,0,0,Nao,Sim,"São Paulo, São Paulo",Sem garantia,https://produto.mercadolivre.com.br/MLB-6666482554
Semente De Abóbora Crua 1kg,4,MLB5474386798,Farinha De Semente De Abóbora Crua 1kg - Niyati,Niyati,Farinha,49.69,62.38,20,0,0,0,0,Nao,Sim,"Junqueirópolis, São Paulo",Garantia do vendedor: 7 dias,https://produto.mercadolivre.com.br/MLB-5474386798
Semente De Abóbora Crua 1kg,5,MLB6550300138,Óleo De Semente Abóbora 120 Caps - Apisnutri Sabor Vitamina,Apisnutri,Suplementos Alimentares,70.99,70.99,0,0,0,0,0,Nao,Sim,"São Paulo, São Paulo",Garantia do vendedor: 7 dias,https://produto.mercadolivre.com.br/MLB-6550300138
Semente De Abóbora Crua 1kg,6,MLB3930207703,Semente Abóbora Híbrida Tetsukabuto F1 Takayama 1mix Topseed,Topseed,Sementes Agrícolas,440,440,0,0,0,0,0,Sim,Sim,"Marialva, Paraná",Garantia do vendedor: 1 meses,https://produto.mercadolivre.com.br/MLB-3930207703
Ovinho De Amendoim Brasil Frutt,1,MLB5310189814,Ovinho De Amendoim 1.010 Kg - Brasil Frutt,Brasil Frutt,Amendoins,29.78,29.78,0,0,0,0,0,Nao,Sim,"Santos, São Paulo",Sem garantia,https://produto.mercadolivre.com.br/MLB-5310189814
Ovinho De Amendoim Brasil Frutt,2,MLB3234777714,Ovinho De Amendoim 1.010 Kg - Brasil Frutt,Brasil Frutt,Amendoins,34.9,34.9,0,0,0,0,0,Nao,Sim,"São José dos Campos, São Paulo",Sem garantia,https://produto.mercadolivre.com.br/MLB-3234777714
Ovinho De Amendoim Brasil Frutt,3,MLB4421538407,Ovinho De Amendoim 1.010 Kg - Brasil Frutt,Brasil Frutt,Amendoins,36.9,36.9,0,0,0,0,0,Nao,Sim,"São José dos Campos, São Paulo",Sem garantia,https://produto.mercadolivre.com.br/MLB-4421538407
Ovinho De Amendoim Brasil Frutt,4,MLB6549965390,Amendoim Ovinho 500g,Requena,Amendoins,18.12,22.9,21,0,0,0,0,Nao,Sim,"São Paulo, São Paulo",Garantia do vendedor: 30 dias,https://produto.mercadolivre.com.br/MLB-6549965390
Ovinho De Amendoim Brasil Frutt,5,MLB4568466345,Amendoim Ovinho 1kg,Requena,Amendoins,27.75,33.9,18,0,0,0,0,Nao,Sim,"São Paulo, São Paulo",Garantia do vendedor: 30 dias,https://produto.mercadolivre.com.br/MLB-4568466345
Ovinho De Amendoim Brasil Frutt,6,MLB4626731353,Amendoim Felipe Ovinho C/20un,FELIPE,Amendoins,24.99,24.99,0,0,0,0,0,Nao,Sim,"São Paulo, São Paulo",Garantia do vendedor: 30 dias,https://produto.mercadolivre.com.br/MLB-4626731353
Ovinho De Amendoim Brasil Frutt,7,MLB3686896871,Ovinho De Amendoim Crocante Ovitos 1kg Original - Chiang,Chiang,Amendoins,29.99,29.99,0,0,0,0,0,Nao,Sim,"São Paulo, São Paulo",Garantia do vendedor: 30 dias,https://produto.mercadolivre.com.br/MLB-3686896871
Ovinho De Amendoim Brasil Frutt,8,MLB3033252788,Ovinho De Amendoim Crocante Ovitos 1kg Original - Chiang,Chiang,Amendoins,34.07,35.87,5,0,0,0,0,Nao,Sim,"Santos, São Paulo",Sem garantia,https://produto.mercadolivre.com.br/MLB-3033252788
Ovinho De Amendoim Brasil Frutt,9,MLB3928637847,Amendoim caramelizado 1.010kg Brasil Frutt,Brasil Frutt,Amendoins,24.99,24.99,0,0,0,0,0,Nao,Sim,"Santos, São Paulo",Sem garantia,https://produto.mercadolivre.com.br/MLB-3928637847
Ovinho De Amendoim Brasil Frutt,10,MLB2216173531,Ovinhos de Amendoim Brasil Frutt 160g,Brasil Frutt,Amendoins,9.9,9.9,0,0,0,0,0,Nao,Sim,"São José dos Campos, São Paulo",Sem garantia,https://produto.mercadolivre.com.br/MLB-2216173531
Ovinho De Amendoim Brasil Frutt,11,MLB2216092137,Ovinhos de Amendoim Brasil Frutt 160g,Brasil Frutt,Amendoins,10.9,10.9,0,0,0,0,0,Nao,Sim,"São José dos Campos, São Paulo",Sem garantia,https://produto.mercadolivre.com.br/MLB-2216092137
Ovinho De Amendoim Brasil Frutt,12,MLB6203456450,Amendoim Caramelizado No Pote 120g Brasil Frutt,Brasil Frutt,Amendoins,9.92,9.92,0,0,0,0,0,Nao,Sim,"Cajamar, São Paulo",Sem garantia,https://produto.mercadolivre.com.br/MLB-6203456450
Ovinho De Amendoim Brasil Frutt,13,MLB4005396901,Amendoim Caramelizado com Gergelim 200g Brasil Frutt,Brasil Frutt,Amendoins,8,8,0,0,0,0,0,Nao,Sim,"Cajamar, São Paulo",Sem garantia,https://produto.mercadolivre.com.br/MLB-4005396901
